3500,1,1158
4000,1,1412
4500,1,1770
5000,1,3283
5500,1,2892
6000,1,3273
6500,1,3701
7000,1,4400
7500,1,4733
8000,1,5254
8500,1,6067
9000,1,7283
9500,1,8090
10000,1,8581
10500,1,9299
11000,1,10075
11500,1,11339
12000,1,14245
12500,1,12828
13000,1,14053
13500,1,14653
14000,1,15864
14500,1,18506
15000,1,18910
1000,2,220
1500,2,356
2000,2,508
2500,2,687
3000,2,865
3500,2,1131
4000,2,1301
4500,2,1639
5000,2,1950
5500,2,2309
6000,2,2664
6500,2,3085
7000,2,3645
7500,2,4116
8000,2,4422
8500,2,5052
9000,2,5666
9500,2,6126
10000,2,6778
10500,2,7428
11000,2,8153
11500,2,8782
12000,2,9393
12500,2,10090
13000,2,10978
13500,2,12231
14000,2,13202
14500,2,13279
15000,2,14302
1000,10,216
1500,10,337
2000,10,453
2500,10,618
3000,10,813
3500,10,966
4000,10,1154
4500,10,1462
5000,10,1876
5500,10,1999
6000,10,2234
6500,10,2667
7000,10,2903
7500,10,3235
8000,10,3662
8500,10,4157
9000,10,4624
9500,10,5038
10000,10,5724
10500,10,6018
11000,10,6771
11500,10,7184
12000,10,7753
12500,10,8300
13000,10,9004
13500,10,9531
14000,10,10156
14500,10,11061
15000,10,11872
1000,100,228
1500,100,350
2000,100,493
2500,100,711
3000,100,784
3500,100,957
4000,100,1137
4500,100,1430
5000,100,1687
5500,100,1986
6000,100,2172
6500,100,2467
7000,100,3031
7500,100,3135
8000,100,3612
8500,100,4185
9000,100,4505
9500,100,4868
10000,100,5476
10500,100,5843
11000,100,6383
11500,100,6888
12000,100,7569
12500,100,7994
13000,100,9476
13500,100,10246
14000,100,10210
14500,100,12055
15000,100,11234
1000,1000,228
1500,1000,388
2000,1000,491
2500,1000,661
3000,1000,812
3500,1000,983
4000,1000,1169
4500,1000,1439
5000,1000,2000
5500,1000,1926
6000,1000,2275
6500,1000,2706
7000,1000,2829
7500,1000,3465
8000,1000,3559
8500,1000,4119
9000,1000,4720
9500,1000,4910
10000,1000,5440
10500,1000,5899
11000,1000,6597
11500,1000,6946
12000,1000,7597
12500,1000,8106
13000,1000,8902
13500,1000,9182
14000,1000,9991
14500,1000,10677
15000,1000,11633
1000,2000,236
1500,2000,428
2000,2000,518
2500,2000,660
3000,2000,814
3500,2000,983
4000,2000,1344
4500,2000,1495
5000,2000,1763
5500,2000,2461
6000,2000,2289
6500,2000,2508
7000,2000,2985
7500,2000,3191
8000,2000,3600
8500,2000,4180
9000,2000,5224
9500,2000,5026
10000,2000,5593
10500,2000,5876
11000,2000,6753
11500,2000,6932
12000,2000,7841
12500,2000,8224
13000,2000,8659
13500,2000,9784
14000,2000,10151
14500,2000,12548
15000,2000,11574
1000,0,222
1500,0,297
2000,0,522
2500,0,654
3000,0,817
3500,0,769
4000,0,1195
4500,0,1766
5000,0,1000
5500,0,2044
6000,0,2457
6500,0,3065
7000,0,3365
7500,0,3613
8000,0,2167
8500,0,1719
9000,0,2542
9500,0,5864
10000,0,6753
10500,0,8916
11000,0,5217
11500,0,9295
12000,0,3837
12500,0,10155
13000,0,11145
13500,0,10289
14000,0,13566
14500,0,4118
15000,0,16035
1000,1,291
1500,1,374
2000,1,540
2500,1,743
3000,1,1012
3500,1,1163
4000,1,1394
4500,1,1807
5000,1,2222
5500,1,2645
6000,1,3389
6500,1,3682
7000,1,4321
7500,1,4683
8000,1,5518
8500,1,6274
9000,1,6848
9500,1,7487
10000,1,8403
10500,1,9150
11000,1,10227
11500,1,11161
12000,1,11643
12500,1,14882
13000,1,14014
13500,1,14512
14000,1,16412
14500,1,17114
15000,1,19717
1000,2,227
1500,2,348
2000,2,475
2500,2,683
3000,2,882
3500,2,1071
4000,2,1285
4500,2,1632
5000,2,2044
5500,2,2356
6000,2,2654
6500,2,3128
7000,2,3467
7500,2,3936
8000,2,4383
8500,2,5101
9000,2,5601
9500,2,6095
10000,2,6821
10500,2,7403
11000,2,8045
11500,2,8620
12000,2,9396
12500,2,10166
13000,2,10998
13500,2,11626
14000,2,12820
14500,2,13351
15000,2,14084
1000,10,216
1500,10,337
2000,10,508
2500,10,678
3000,10,799
3500,10,963
4000,10,1166
4500,10,1476
5000,10,1703
5500,10,1943
6000,10,2240
6500,10,2542
7000,10,2913
7500,10,3248
8000,10,3672
8500,10,4174
9000,10,4594
9500,10,5110
10000,10,5536
10500,10,6196
11000,10,6741
